CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1072910305	1	45000.0	831	2795	1	Existingloantakeover
Application_2051781897	1	30000.0	973	47	1	Car
Application_1598725907	3	0.0	0	4	1	Unknown
Application_840093800	1	30000.0	812	259	2	Caravan/Camper
Application_93311659	1	15000.0	1039	2	1	Homeimprovement
Application_811940862	3	6000.0	0	1	1	Homeimprovement
Application_1609359203	3	0.0	0	4	1	Unknown
Application_1301781735	1	8000.0	875	26	1	Existingloantakeover
Application_666011420	1	30000.0	991	37	2	Other,seeexplanation
Application_164011283	1	10000.0	1025	422	1	Existingloantakeover
Application_1132732965	1	15000.0	824	5	1	Homeimprovement
Application_1265048301	1	8000.0	722	40	2	Homeimprovement
Application_1732064154	1	15000.0	1031	3	1	Homeimprovement
Application_1613862738	1	10000.0	903	2	1	Homeimprovement
Application_1449380867	2	5000.0	0	24	1	Car
Application_151551310	3	5000.0	0	1	1	Car
Application_324095061	3	5000.0	0	41	2	Car
Application_117069880	3	25000.0	0	1	1	Existingloantakeover
Application_532118015	1	11000.0	816	23	1	Homeimprovement
Application_966450178	1	20000.0	967	3	1	Homeimprovement
Application_1383568566	3	5000.0	0	1	1	Car
Application_1480268625	1	5000.0	865	6	1	Car
Application_1271842045	3	5000.0	0	1	1	Extraspendinglimit
Application_1037424812	3	25000.0	0	88	1	Taxpayments
Application_924943827	3	5000.0	0	66	1	Other,seeexplanation
Application_1438497181	3	7500.0	0	1	1	Car
Application_508330970	2	5000.0	0	24	1	Car
Application_679701882	1	5000.0	626	25	1	Other,seeexplanation
Application_1889016438	1	37295.0	872	2796	4	Existingloantakeover
Application_1835154157	2	20000.0	0	116	2	Existingloantakeover
Application_1316844226	3	75000.0	0	30	1	Existingloantakeover
Application_1384917143	1	10000.0	854	17	1	Car
Application_1581661274	1	33000.0	697	603	3	Existingloantakeover
Application_819661704	3	8000.0	0	41	2	Existingloantakeover
Application_1275671401	1	30000.0	614	2797	2	Notspeficied
Application_1241563695	3	10000.0	0	1	1	Existingloantakeover
Application_1624873179	3	0.0	0	176	2	Existingloantakeover
Application_851537005	3	35000.0	0	13	1	Homeimprovement
Application_459624437	1	50000.0	0	12	1	Homeimprovement
Application_601450447	1	27000.0	0	12	1	Car
Application_590864422	1	20000.0	0	5	1	Homeimprovement
Application_480898669	1	0.0	861	11	1	Existingloantakeover
Application_1654194996	3	10500.0	0	13	1	Homeimprovement
Application_2105077158	2	10000.0	0	20	1	Homeimprovement
Application_850747761	3	10000.0	0	4	1	Car
Application_627566647	3	15000.0	0	13	1	Homeimprovement
Application_248058244	3	30000.0	0	1	1	Car
Application_737577489	2	5000.0	0	2798	2	Homeimprovement
Application_917348427	1	5000.0	918	6	1	Caravan/Camper
Application_736148491	3	20000.0	0	1	1	Car
Application_1547052394	1	7000.0	1080	15	1	Car
Application_1807991465	1	10000.0	1073	6	1	Homeimprovement
Application_1824105960	2	5000.0	0	38	1	Other,seeexplanation
Application_943799577	1	50000.0	873	8	1	Existingloantakeover
Application_61362612	3	10000.0	0	1	1	Car
Application_15194301	1	40000.0	792	2799	3	Existingloantakeover
Application_1235874514	3	10000.0	0	4	1	Car
Application_1883110745	2	0.0	0	20	1	Unknown
Application_443101799	1	0.0	809	68	2	Existingloantakeover
Application_666149730	1	15000.0	946	2800	2	Homeimprovement
Application_236376229	1	0.0	0	12	1	Car
Application_416459593	1	5000.0	925	6	1	Existingloantakeover
Application_1200520255	2	5000.0	0	940	4	Homeimprovement
Application_1202364035	1	5000.0	930	3	1	Homeimprovement
Application_1478887879	3	25000.0	0	1	1	Car
Application_1862284639	1	5000.0	957	300	2	Notspeficied
Application_756221319	2	15000.0	0	9	1	Homeimprovement
Application_1042483528	3	10000.0	0	4	1	Other,seeexplanation
Application_1257391369	1	5000.0	937	3	1	Existingloantakeover
Application_1917171061	1	0.0	773	8	1	Homeimprovement
Application_2111071225	1	6500.0	1051	2801	2	Existingloantakeover
Application_1698520663	2	15000.0	0	2802	1	Homeimprovement
Application_1514007165	3	5500.0	0	1	1	Car
Application_37262161	3	40000.0	0	13	1	Homeimprovement
Application_42593435	2	5000.0	0	78	1	Car
Application_1949189358	3	30000.0	0	1	1	Homeimprovement
Application_1599386584	3	5500.0	0	7	1	Car
Application_1317156249	3	5000.0	0	1	1	Car
Application_967935480	1	35000.0	872	150	1	Homeimprovement
Application_1620832890	3	5400.0	0	4	1	Other,seeexplanation
Application_1877313210	1	15000.0	855	2803	4	Other,seeexplanation
Application_3721328	3	0.0	0	4	1	Unknown
Application_1222923666	1	18000.0	1010	2	1	Car
Application_999090530	1	7500.0	988	10	1	Car
Application_1265357146	1	36100.0	832	53	2	Other,seeexplanation
Application_1897098791	1	5000.0	937	3	1	Caravan/Camper
Application_323094788	1	10300.0	668	10	1	Existingloantakeover
Application_834969271	1	10000.0	913	8	1	Other,seeexplanation
Application_100433898	1	15700.0	781	2804	1	Car
Application_1829420678	1	10000.0	913	22	1	Other,seeexplanation
Application_1251303639	3	5000.0	0	1	1	Other,seeexplanation
Application_535468005	1	28000.0	825	2805	2	Car
Application_176985027	1	0.0	903	2806	2	Unknown
Application_753765096	3	30000.0	0	1	1	Car
Application_895310472	2	5000.0	0	24	1	Car
Application_1967961775	3	10000.0	0	7	1	Notspeficied
Application_178771648	1	35000.0	0	5	1	Homeimprovement
Application_1569220812	1	25000.0	1013	501	2	Other,seeexplanation
Application_1278368816	1	5000.0	924	6	1	Extraspendinglimit
Application_937148179	1	15000.0	896	29	1	Homeimprovement
Application_1879538696	1	0.0	952	10	1	Existingloantakeover
Application_1118017926	1	10000.0	891	11	1	Homeimprovement
Application_675332373	3	25000.0	0	16	1	Boat
Application_19569669	1	6000.0	870	47	1	Existingloantakeover
Application_206474288	1	25000.0	856	75	1	Existingloantakeover
Application_655725302	1	27500.0	1004	6	1	Existingloantakeover
Application_1224319762	1	40000.0	0	2807	2	Car
Application_1725719107	3	7500.0	0	1	1	Car
Application_2124546896	1	0.0	938	11	1	Homeimprovement
Application_1281312480	3	15000.0	0	1	1	Boat
Application_940090280	3	15000.0	0	1	1	Homeimprovement
Application_1227190451	3	8000.0	0	14	2	Existingloantakeover
Application_510934609	1	0.0	0	12	1	Car
Application_2121101614	1	22500.0	854	2	1	Car
Application_1512003015	1	15000.0	918	47	1	Homeimprovement
Application_1735353966	1	0.0	1025	10	1	Unknown
Application_938970061	1	15000.0	967	2	1	Car
Application_46006985	1	46000.0	764	413	3	Existingloantakeover
Application_1904021713	3	0.0	0	4	1	Unknown
Application_400155930	1	65000.0	0	12	1	Other,seeexplanation
Application_614985364	3	10000.0	0	30	1	Existingloantakeover
Application_44287829	1	12000.0	794	12	1	Car
Application_692206871	1	20000.0	1006	17	1	Existingloantakeover
Application_308951247	1	5000.0	666	32	1	Car
Application_1766274802	3	5000.0	0	7	1	Homeimprovement
Application_1472911131	2	10000.0	0	112	2	Car
Application_1044091896	1	25000.0	1037	2808	3	Car
Application_409322916	3	10000.0	0	1	1	Homeimprovement
Application_1104606079	1	15000.0	911	253	2	Car
Application_1969899977	3	5000.0	0	7	1	Homeimprovement
Application_1483549846	1	40000.0	979	875	2	Homeimprovement
Application_1356356111	1	35000.0	857	389	1	Existingloantakeover
Application_1554626521	1	25000.0	854	10	1	Homeimprovement
Application_1364846126	1	7500.0	935	2809	1	Extraspendinglimit
Application_2017526636	1	5000.0	963	2810	2	Car
Application_614511406	3	15000.0	0	1	1	Homeimprovement
Application_380265548	3	5000.0	0	1	1	Other,seeexplanation
Application_1100828328	2	25000.0	0	2811	2	Car
Application_1450314843	1	25000.0	883	2812	4	Car
Application_1463074378	1	17500.0	1003	149	1	Existingloantakeover
Application_1812490292	2	11000.0	0	9	1	Other,seeexplanation
Application_1860084065	1	50000.0	1022	6	1	Existingloantakeover
Application_776273327	1	15000.0	0	12	1	Car
Application_965913780	3	5000.0	0	14	2	Car
Application_18187902	1	6500.0	892	6	1	Homeimprovement
Application_232928630	1	38000.0	940	368	1	Remainingdebthome
Application_2070251704	2	8000.0	0	2813	2	Existingloantakeover
Application_1596300679	1	12000.0	897	3	1	Car
Application_1248555841	1	25000.0	781	245	2	Homeimprovement
Application_818717931	1	5000.0	1000	3	1	Other,seeexplanation
Application_165847957	2	8000.0	0	24	1	Homeimprovement
Application_1002626536	1	17500.0	944	224	2	Existingloantakeover
Application_686716450	1	5000.0	816	2	1	Car
Application_893657945	1	15000.0	1007	17	1	Homeimprovement
Application_1967999734	3	11000.0	0	16	1	Car
Application_814787648	3	5000.0	0	1	1	Car
Application_170185739	1	12500.0	999	2	1	Remainingdebthome
Application_486168709	1	15000.0	997	3	1	Homeimprovement
Application_55827425	1	8000.0	702	34	2	Car
Application_485889772	1	11000.0	970	37	2	Existingloantakeover
Application_1098105077	1	10000.0	688	3	1	Car
Application_669559167	1	13000.0	999	3	1	Car
Application_1784378860	3	25000.0	0	140	2	Other,seeexplanation
Application_1721241599	2	5000.0	0	78	1	Car
Application_2127204510	1	12300.0	889	34	2	Car
Application_411831597	3	18000.0	0	1	1	Existingloantakeover
Application_1327489527	1	8000.0	696	818	3	Car
Application_311200494	1	10000.0	985	55	1	Car
Application_890902257	1	35000.0	862	211	2	Existingloantakeover
Application_1500108893	1	20500.0	955	10	1	Car
Application_189444029	1	11000.0	978	3	1	Homeimprovement
Application_1834413022	2	25000.0	0	2814	3	Homeimprovement
Application_309942471	1	5000.0	857	10	1	Car
Application_69679300	1	0.0	0	5	1	Car
Application_1573472930	1	11500.0	594	319	2	Other,seeexplanation
Application_819172594	3	15000.0	0	1	1	Car
Application_1143992630	1	5000.0	856	10	1	Existingloantakeover
Application_1036066673	3	7500.0	0	13	1	Other,seeexplanation
Application_821342573	1	15000.0	1133	17	1	Homeimprovement
Application_1839367200	3	50000.0	0	203	1	Car
Application_1656557484	2	7500.0	0	2815	1	Notspeficied
Application_2031591352	1	20000.0	1001	28	2	Homeimprovement
Application_630118498	1	57500.0	0	39	1	Homeimprovement
Application_573813116	3	0.0	0	4	1	Unknown
Application_659964690	1	15300.0	1007	2816	3	Notspeficied
Application_904313133	1	5000.0	849	3	1	Motorcycle
Application_1547546515	1	19400.0	0	682	2	Existingloantakeover
Application_1938295304	3	12500.0	0	4	1	Car
Application_1782409843	3	5000.0	0	172	1	Car
Application_2142077264	1	5000.0	1003	3	1	Car
Application_1068168103	1	6500.0	951	25	1	Notspeficied
Application_671712409	3	25000.0	0	1	1	Car
Application_23284954	1	10000.0	1064	6	1	Car
Application_1518212981	1	22500.0	881	21	1	Existingloantakeover
Application_1227954317	3	25000.0	0	2817	2	Existingloantakeover
Application_529367444	3	0.0	0	4	1	Car
Application_102424049	3	7000.0	0	2818	3	Car
Application_361948733	3	35000.0	0	4	1	Other,seeexplanation
Application_586870495	3	10000.0	0	45	2	Homeimprovement
Application_1235375803	1	44000.0	759	321	2	Other,seeexplanation
Application_528138564	1	11000.0	767	17	1	Homeimprovement
Application_153522539	1	16000.0	793	2819	2	Existingloantakeover
Application_502856537	2	5500.0	0	79	1	Homeimprovement
Application_546240296	1	6000.0	822	50	1	Homeimprovement
Application_196405104	3	0.0	0	120	1	Unknown
Application_1636306712	3	10000.0	0	1	1	Car
Application_1135076593	1	25000.0	799	3	1	Car
Application_1581390020	2	5500.0	0	2820	1	Notspeficied
Application_345821273	1	6500.0	835	2821	2	Homeimprovement
Application_1566493196	3	40000.0	0	1	1	Caravan/Camper
Application_593294637	1	35000.0	0	5	1	Other,seeexplanation
Application_918375426	1	0.0	0	12	1	Homeimprovement
Application_1930514771	2	7000.0	0	2822	3	Car
Application_1585243864	1	5000.0	1080	137	2	Notspeficied
Application_1934760607	3	10000.0	0	1	1	Existingloantakeover
Application_1302157094	1	0.0	958	11	1	Unknown
Application_924845256	1	10000.0	839	104	2	Homeimprovement
Application_2013529267	1	14500.0	745	91	1	Existingloantakeover
Application_1999464065	1	12500.0	977	6	1	Homeimprovement
Application_1526621136	1	15000.0	733	10	1	Car
Application_1072839460	1	17500.0	931	5	1	Homeimprovement
Application_1107550876	2	13000.0	0	44	1	Existingloantakeover
Application_410077838	1	17700.0	971	52	1	Car
Application_195372752	3	5000.0	0	132	1	Car
Application_807092068	3	60000.0	0	13	1	Car
Application_991693522	3	6000.0	0	7	1	Motorcycle
Application_810614978	1	6400.0	945	331	2	Existingloantakeover
Application_1927252012	1	17500.0	991	3	1	Existingloantakeover
Application_881556838	3	6000.0	0	133	3	Other,seeexplanation
Application_1802428148	1	11000.0	878	21	1	Car
Application_1924686443	3	10000.0	0	1	1	Car
Application_1734649439	1	45000.0	814	3	1	Existingloantakeover
Application_1944125148	1	8000.0	769	76	2	Existingloantakeover
Application_488699778	1	30000.0	958	10	1	Remainingdebthome
Application_1268992449	1	35000.0	894	2823	3	Homeimprovement
Application_24137759	3	8000.0	0	1	1	Homeimprovement
Application_1250231420	3	20000.0	0	14	2	Homeimprovement
Application_1800148298	3	0.0	0	120	1	Car
Application_1636497905	2	24250.0	0	24	1	Car
Application_903589746	1	5000.0	984	3	1	Homeimprovement
Application_119587961	1	6000.0	841	49	2	Homeimprovement
Application_592252714	1	11000.0	914	26	1	Car
Application_883249953	2	15000.0	0	926	1	Notspeficied
Application_954843630	1	30000.0	0	5	1	Car
Application_868487000	2	40000.0	0	371	1	Existingloantakeover
Application_544275203	2	25000.0	0	54	2	Car
Application_357376397	3	50000.0	0	1	1	Other,seeexplanation
Application_1240688203	1	10000.0	972	2824	3	Notspeficied
Application_1230549881	1	20000.0	1051	69	2	Car
Application_537293333	3	15000.0	0	7	1	Car
Application_775541466	3	40000.0	0	173	2	Existingloantakeover
Application_1109029387	3	5000.0	0	1	1	Other,seeexplanation
Application_1857990221	1	16500.0	923	2825	1	Existingloantakeover
Application_1893798342	2	9000.0	0	126	1	Existingloantakeover
Application_2038649709	1	0.0	891	11	1	Unknown
Application_1058243931	2	15000.0	0	2826	2	Car
Application_1281411150	1	6000.0	894	905	3	Car
Application_861218490	1	50000.0	920	2	1	Other,seeexplanation
Application_338533270	3	20000.0	0	1	1	Boat
Application_360688817	1	25000.0	983	2	1	Car
Application_1538503912	3	10250.0	0	141	1	Car
Application_1609284729	1	8000.0	996	2	1	Other,seeexplanation
Application_399907329	1	15000.0	943	3	1	Existingloantakeover
Application_556418503	3	16000.0	0	16	1	Car
Application_535702484	1	20000.0	926	3	1	Car
Application_197318439	1	11000.0	957	3	1	Car
Application_2120377715	3	15000.0	0	7	1	Existingloantakeover
Application_1950882001	2	25000.0	0	2827	4	Homeimprovement
Application_1267540905	3	9500.0	0	1	1	Car
Application_2041776868	1	50000.0	0	12	1	Car
Application_609612226	1	50000.0	909	10	1	Car
Application_1596747050	3	35000.0	0	4	1	Homeimprovement
Application_968952074	3	5000.0	0	4	1	Unknown
Application_387239311	3	6500.0	0	45	2	Motorcycle
Application_552064290	2	5000.0	0	468	2	Taxpayments
Application_966986386	3	17500.0	0	4	1	Car
Application_2040475559	3	12000.0	0	1	1	Boat
Application_1487597846	1	30000.0	804	6	1	Other,seeexplanation
Application_1163167598	1	30000.0	1022	57	1	Remainingdebthome
Application_378902542	1	5000.0	1073	3	1	Existingloantakeover
Application_335542011	3	7500.0	0	1	1	Homeimprovement
Application_1266688714	3	10000.0	0	1	1	Homeimprovement
Application_335778555	3	60000.0	0	153	2	Homeimprovement
Application_1726161229	1	0.0	0	12	1	Homeimprovement
Application_1128002102	1	13500.0	877	10	1	Taxpayments
Application_1629521011	1	15000.0	883	8	1	Existingloantakeover
Application_53382655	1	11000.0	811	219	2	Car
Application_88946052	1	30000.0	870	2	1	Homeimprovement
Application_2035231483	3	10000.0	0	94	1	Car
Application_329000791	3	30000.0	0	1	1	Existingloantakeover
Application_563582279	3	26000.0	0	87	2	Car
Application_382572595	1	26000.0	890	5	1	Homeimprovement
Application_201647832	1	15000.0	893	2	1	Extraspendinglimit
Application_742367986	1	20000.0	934	8	1	Car
Application_1106473363	1	40000.0	939	15	1	Homeimprovement
Application_2114030312	1	5000.0	835	3	1	Homeimprovement
Application_382045508	1	45000.0	943	10	1	Homeimprovement
Application_605022772	1	6000.0	876	11	1	Car
Application_1141523957	2	10000.0	0	9	1	Motorcycle
Application_418871870	1	34000.0	911	31	1	Existingloantakeover
Application_2088440117	1	8500.0	883	50	1	Car
Application_879411708	1	7000.0	1027	3	1	Homeimprovement
Application_790844663	1	5000.0	748	3	1	Homeimprovement
Application_264880527	3	5000.0	0	14	2	Car
Application_977664146	1	15000.0	822	3	1	Car
Application_661815157	3	21000.0	0	1	1	Car
Application_77082032	1	15000.0	951	3	1	Car
Application_1555577038	1	5000.0	1019	2828	2	Other,seeexplanation
Application_722149860	1	5500.0	1009	3	1	Homeimprovement
Application_1842610353	2	5000.0	0	9	1	Homeimprovement
Application_1048729110	2	15000.0	0	44	1	Other,seeexplanation
Application_1364723237	1	20000.0	851	2829	3	Car
Application_1824254485	3	5000.0	0	7	1	Car
Application_1107872385	1	20000.0	936	3	1	Car
Application_207073563	3	12000.0	0	19	2	Car
Application_406902182	3	45000.0	0	16	1	Car
Application_1462145417	1	10000.0	1039	83	2	Remainingdebthome
Application_2043981656	3	10000.0	0	1	1	Car
Application_2061560568	1	20000.0	905	3	1	Homeimprovement
Application_1113584867	3	10000.0	0	1	1	Car
Application_164872976	1	12500.0	805	2	1	Other,seeexplanation
Application_1015673643	1	10000.0	927	919	2	Remainingdebthome
Application_2049877276	3	25000.0	0	1	1	Homeimprovement
Application_613278916	3	15000.0	0	153	2	Extraspendinglimit
Application_751982610	1	20000.0	1020	3	1	Car
Application_800457532	1	30000.0	836	3	1	Homeimprovement
Application_168840002	3	7000.0	0	16	1	Car
Application_1249216138	3	10000.0	0	1	1	Homeimprovement
Application_1325688900	1	25000.0	864	6	1	Homeimprovement
Application_615780650	3	6000.0	0	7	1	Existingloantakeover
Application_174341793	1	27000.0	916	6	1	Remainingdebthome
Application_16002591	3	6000.0	0	1	1	Motorcycle
Application_1698365784	2	8000.0	0	24	1	Other,seeexplanation
Application_1066604802	3	8500.0	0	1	1	Existingloantakeover
Application_1157607495	1	15000.0	892	6	1	Existingloantakeover
Application_1500750143	3	25000.0	0	45	2	Caravan/Camper
Application_1858779625	3	14000.0	0	1	1	Car
Application_552725985	1	5000.0	1016	15	1	Car
Application_644233326	1	44000.0	772	58	2	Car
Application_1004752022	3	25000.0	0	87	2	Car
Application_356286382	1	10000.0	872	3	1	Homeimprovement
